"species";"date";"obs_id";"obs_letter";"quadrat_num";"count_30s";"count_1m";"counting_time_1m";"count_cells";"counting_time_cells";"count_TRUE";"prop_30s";"prop_1m";"prop_cells";"quadrat_order_30s";"quadrat_order_1m";"quadrat_order_cells"
"MELARV";2021-06-16;"obs_diaf";"G";"quadrat6";7;6;33;18;452;21;0,333333333333333;0,285714285714286;0,857142857142857;10;3;3
"MELARV";2021-06-16;"obs_diaf";"G";"quadrat7";20;23;84;28;520;36;0,555555555555556;0,638888888888889;0,777777777777778;1;1;2
"MELARV";2021-06-16;"obs_diaf";"G";"quadrat8";0;0;67;2;314;5;0;0;0,4;2;5;1
"MELARV";2021-06-16;"obs_diaf";"G";"quadrat9";8;7;40;12;521;19;0,421052631578947;0,368421052631579;0,631578947368421;3;4;5
"MELARV";2021-06-16;"obs_diaf";"G";"quadrat10";8;9;71;12;550;27;0,296296296296296;0,333333333333333;0,444444444444444;4;6;4
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat1";27;36;120;87;1610;92;0,293478260869565;0,391304347826087;0,945652173913043;10;4;10
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat2";29;50;145;87;1257;102;0,284313725490196;0,490196078431373;0,852941176470588;1;5;9
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat3";3;4;130;10;487;13;0,230769230769231;0,307692307692308;0,769230769230769;2;3;2
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat4";29;36;174;63;1183;68;0,426470588235294;0,529411764705882;0,926470588235294;3;7;5
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat5";21;17;84;24;748;27;0,777777777777778;0,62962962962963;0,888888888888889;4;2;3
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat6";9;13;113;21;474;21;0,428571428571429;0,619047619047619;1;5;8;6
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat7";17;25;132;31;667;36;0,472222222222222;0,694444444444444;0,861111111111111;6;6;4
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat8";0;1;150;2;540;5;0;0,2;0,4;7;10;8
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat9";12;11;112;15;567;19;0,631578947368421;0,578947368421053;0,789473684210526;8;9;1
"MELARV";2021-06-16;"obs_ufnn";"B";"quadrat10";8;16;190;20;1020;27;0,296296296296296;0,592592592592593;0,740740740740741;9;1;7
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat1";17;42;187;68;1470;92;0,184782608695652;0,456521739130435;0,739130434782609;3;7;1
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat2";36;53;153;72;1040;102;0,352941176470588;0,519607843137255;0,705882352941177;4;8;3
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat3";5;8;120;13;852;13;0,384615384615385;0,615384615384615;1;5;6;9
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat4";31;37;130;66;1230;68;0,455882352941176;0,544117647058823;0,970588235294118;6;10;5
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat5";17;21;112;24;746;27;0,62962962962963;0,777777777777778;0,888888888888889;7;5;8
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat6";11;14;145;21;636;21;0,523809523809524;0,666666666666667;1;8;1;6
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat7";21;21;78;32;608;36;0,583333333333333;0,583333333333333;0,888888888888889;9;9;7
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat8";0;1;138;4;771;5;0;0,2;0,8;10;3;2
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat9";18;13;187;19;749;19;0,947368421052632;0,684210526315789;1;1;2;4
"MELARV";2021-06-16;"obs_llbr";"I";"quadrat10";11;13;124;21;1384;27;0,407407407407407;0,481481481481481;0,777777777777778;2;4;10
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat1";18;31;160;71;1505;92;0,195652173913043;0,33695652173913;0,771739130434783;8;2;7
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat2";37;45;136;73;1400;102;0,362745098039216;0,441176470588235;0,715686274509804;9;3;10
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat3";5;6;125;8;413;13;0,384615384615385;0,461538461538462;0,615384615384615;10;1;4
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat4";28;46;198;61;1264;68;0,411764705882353;0,676470588235294;0,897058823529412;1;5;8
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat5";16;22;135;22;690;27;0,592592592592593;0,814814814814815;0,814814814814815;2;10;3
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat6";6;36;154;19;690;21;0,285714285714286;1,71428571428571;0,904761904761905;3;6;1
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat7";17;12;70;32;884;36;0,472222222222222;0,333333333333333;0,888888888888889;4;4;2
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat8";0;2;120;4;510;5;0;0,4;0,8;5;8;6
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat9";10;12;55;16;567;19;0,526315789473684;0,631578947368421;0,842105263157895;6;7;5
"MELARV";2021-06-16;"obs_asyh";"D";"quadrat10";11;14;165;19;1116;27;0,407407407407407;0,518518518518518;0,703703703703704;7;9;9
"MELARV";2021-06-16;"obs_splw";"H";"quadrat1";25;46;138;71;1035;92;0,271739130434783;0,5;0,771739130434783;4;10;3
"MELARV";2021-06-16;"obs_splw";"H";"quadrat2";37;40;97;93;1180;102;0,362745098039216;0,392156862745098;0,911764705882353;5;7;10
"MELARV";2021-06-16;"obs_splw";"H";"quadrat3";5;7;86;12;489;13;0,384615384615385;0,538461538461538;0,923076923076923;6;9;7
"MELARV";2021-06-16;"obs_splw";"H";"quadrat4";29;31;78;59;860;68;0,426470588235294;0,455882352941176;0,867647058823529;7;4;9
"MELARV";2021-06-16;"obs_splw";"H";"quadrat5";15;16;50;23;495;27;0,555555555555556;0,592592592592593;0,851851851851852;8;6;6
"MELARV";2021-06-16;"obs_splw";"H";"quadrat6";9;12;52;20;340;21;0,428571428571429;0,571428571428571;0,952380952380952;9;1;8
"MELARV";2021-06-16;"obs_splw";"H";"quadrat7";20;31;59;32;427;36;0,555555555555556;0,861111111111111;0,888888888888889;10;8;5
"MELARV";2021-06-16;"obs_splw";"H";"quadrat8";1;2;150;4;478;5;0,2;0,4;0,8;1;5;2
"MELARV";2021-06-16;"obs_splw";"H";"quadrat9";11;13;38;14;318;19;0,578947368421053;0,684210526315789;0,736842105263158;2;2;4
"MELARV";2021-06-16;"obs_splw";"H";"quadrat10";12;12;29;22;846;27;0,444444444444444;0,444444444444444;0,814814814814815;3;3;1
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat1";19;20;129;38;677;45;0,422222222222222;0,444444444444444;0,844444444444444;1;5;10
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat2";24;40;164;55;848;70;0,342857142857143;0,571428571428571;0,785714285714286;2;6;1
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat3";7;4;106;3;353;13;0,538461538461538;0,307692307692308;0,230769230769231;3;4;7
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat4";20;61;186;125;1445;179;0,111731843575419;0,340782122905028;0,698324022346369;4;8;4
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat5";16;NA;93;90;898;127;0,125984251968504;NA;0,708661417322835;5;3;6
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat6";3;7;96;35;930;58;0,0517241379310345;0,120689655172414;0,603448275862069;6;9;3
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat7";16;36;120;55;615;93;0,172043010752688;0,387096774193548;0,591397849462366;7;7;5
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat8";0;0;130;3;429;3;0;0;1;8;1;9
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat9";14;34;104;51;625;95;0,147368421052632;0,357894736842105;0,536842105263158;9;10;2
"VERCHA";2021-06-17;"obs_gvxj";"A";"quadrat10";5;23;120;14;319;22;0,227272727272727;1,04545454545455;0,636363636363636;10;2;8
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat1";17;30;115;33;560;45;0,377777777777778;0,666666666666667;0,733333333333333;9;1;4
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat2";30;43;137;51;550;70;0,428571428571429;0,614285714285714;0,728571428571429;10;2;8
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat3";7;4;110;4;320;13;0,538461538461538;0,307692307692308;0,307692307692308;1;5;7
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat4";36;51;210;120;2000;179;0,201117318435754;0,284916201117318;0,670391061452514;2;6;6
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat5";15;25;170;75;914;127;0,118110236220472;0,196850393700787;0,590551181102362;3;4;5
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat6";9;15;124;28;818;58;0,155172413793103;0,258620689655172;0,482758620689655;4;7;3
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat7";18;27;120;52;591;93;0,193548387096774;0,290322580645161;0,559139784946237;5;3;10
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat8";0;1;50;2;221;3;0;0,333333333333333;0,666666666666667;6;9;1
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat9";18;24;114;54;600;95;0,189473684210526;0,252631578947368;0,568421052631579;7;8;2
"VERCHA";2021-06-17;"obs_lhdt";"C";"quadrat10";4;10;105;17;370;22;0,181818181818182;0,454545454545455;0,772727272727273;8;10;9
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat1";20;23;110;35;600;45;0,444444444444444;0,511111111111111;0,777777777777778;7;1;5
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat2";30;40;90;54;691;70;0,428571428571429;0,571428571428571;0,771428571428571;8;2;7
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat3";6;5;60;11;316;13;0,461538461538462;0,384615384615385;0,846153846153846;9;10;3
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat4";25;32;85;140;1587;179;0,139664804469274;0,17877094972067;0,782122905027933;10;4;10
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat5";20;31;95;99;1370;127;0,15748031496063;0,244094488188976;0,779527559055118;1;9;2
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat6";4;7;70;20;330;58;0,0689655172413793;0,120689655172414;0,344827586206897;2;5;8
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat7";20;28;85;82;1096;93;0,21505376344086;0,301075268817204;0,881720430107527;3;3;1
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat8";0;1;70;1;283;3;0;0,333333333333333;0,333333333333333;4;7;6
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat9";15;32;64;64;599;95;0,157894736842105;0,336842105263158;0,673684210526316;5;6;9
"VERCHA";2021-06-17;"obs_khjz";"E";"quadrat10";5;6;60;11;350;22;0,227272727272727;0,272727272727273;0,5;6;8;4
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat1";21;37;130;41;1008;45;0,466666666666667;0,822222222222222;0,911111111111111;5;9;3
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat2";25;40;101;60;1128;70;0,357142857142857;0,571428571428571;0,857142857142857;6;10;5
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat3";6;9;164;7;793;13;0,461538461538462;0,692307692307692;0,538461538461538;7;8;1
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat4";40;80;180;124;1418;179;0,223463687150838;0,446927374301676;0,692737430167598;8;2;7
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat5";42;41;265;91;728;127;0,330708661417323;0,322834645669291;0,716535433070866;9;7;10
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat6";8;14;166;47;701;58;0,137931034482759;0,241379310344828;0,810344827586207;10;3;8
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat7";39;42;184;61;580;93;0,419354838709677;0,451612903225806;0,655913978494624;1;1;9
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat8";0;0;240;2;710;3;0;0;0,666666666666667;2;5;4
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat9";17;38;150;62;779;95;0,178947368421053;0,4;0,652631578947368;3;4;6
"VERCHA";2021-06-17;"obs_zyls";"G";"quadrat10";5;10;124;19;1028;22;0,227272727272727;0,454545454545455;0,863636363636364;4;6;2
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat1";12;31;116;37;970;45;0,266666666666667;0,688888888888889;0,822222222222222;3;6;1
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat2";14;47;148;67;1225;70;0,2;0,671428571428571;0,957142857142857;4;7;3
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat3";2;4;86;9;345;13;0,153846153846154;0,307692307692308;0,692307692307692;5;5;9
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat4";16;83;267;132;1070;179;0,0893854748603352;0,463687150837989;0,737430167597765;6;10;6
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat5";14;44;186;97;862;127;0,110236220472441;0,346456692913386;0,763779527559055;8;9;8
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat6";1;13;58;53;690;58;0,0172413793103448;0,224137931034483;0,913793103448276;9;1;5
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat7";10;37;143;81;802;93;0,10752688172043;0,397849462365591;0,870967741935484;7;8;7
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat8";0;2;54;3;316;3;0;0,666666666666667;1;10;2;2
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat9";8;34;105;71;662;95;0,0842105263157895;0,357894736842105;0,747368421052632;1;3;4
"VERCHA";2021-06-17;"obs_vypj";"I";"quadrat10";3;8;70;20;560;22;0,136363636363636;0,363636363636364;0,909090909090909;2;4;10
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat1";18;27;84;39;375;53;0,339622641509434;0,509433962264151;0,735849056603774;1;7;1
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat2";17;48;212;NA;NA;63;0,26984126984127;0,761904761904762;NA;2;5;NA
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat3";3;5;65;NA;NA;74;0,0405405405405405;0,0675675675675676;NA;3;4;NA
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat4";17;40;116;43;301;59;0,288135593220339;0,677966101694915;0,728813559322034;4;9;6
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat5";8;12;75;18;270;81;0,0987654320987654;0,148148148148148;0,222222222222222;5;3;2
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat6";11;43;146;NA;NA;96;0,114583333333333;0,447916666666667;NA;7;10;NA
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat7";28;25;148;99;629;83;0,337349397590361;0,301204819277108;1,19277108433735;6;6;3
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat8";1;2;52;NA;NA;11;0,0909090909090909;0,181818181818182;NA;9;1;NA
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat9";25;62;156;83;687;96;0,260416666666667;0,645833333333333;0,864583333333333;8;8;5
"LIMNAR";2021-06-25;"obs_eulm";"A";"quadrat10";10;17;164;25;288;27;0,37037037037037;0,62962962962963;0,925925925925926;10;2;4
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat1";21;39;220;41;493;53;0,39622641509434;0,735849056603774;0,773584905660377;9;2;7
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat2";22;59;284;60;430;63;0,349206349206349;0,936507936507937;0,952380952380952;10;4;10
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat3";6;8;139;24;488;74;0,0810810810810811;0,108108108108108;0,324324324324324;1;3;5
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat4";26;36;134;42;930;59;0,440677966101695;0,610169491525424;0,711864406779661;2;5;1
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat5";13;27;193;33;608;81;0,160493827160494;0,333333333333333;0,407407407407407;3;1;4
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat6";30;54;178;60;955;96;0,3125;0,5625;0,625;4;10;2
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat7";46;72;296;70;990;83;0,55421686746988;0,867469879518072;0,843373493975904;5;6;3
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat8";0;6;148;7;197;11;0;0,545454545454545;0,636363636363636;6;8;8
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat9";60;80;221;83;669;96;0,625;0,833333333333333;0,864583333333333;7;9;9
"LIMNAR";2021-06-25;"obs_ntol";"C";"quadrat10";13;29;144;25;500;27;0,481481481481481;1,07407407407407;0,925925925925926;8;7;6
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat1";18;24;150;36;367;53;0,339622641509434;0,452830188679245;0,679245283018868;7;1;4
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat2";18;34;210;51;671;63;0,285714285714286;0,53968253968254;0,80952380952381;8;2;6
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat3";2;7;120;2;100;74;0,027027027027027;0,0945945945945946;0,027027027027027;9;9;10
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat4";16;28;210;44;420;59;0,271186440677966;0,474576271186441;0,745762711864407;10;3;3
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat5";9;27;150;25;330;81;0,111111111111111;0,333333333333333;0,308641975308642;1;8;2
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat6";6;35;340;31;627;96;0,0625;0,364583333333333;0,322916666666667;2;7;7
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat7";30;44;330;71;886;83;0,36144578313253;0,530120481927711;0,855421686746988;3;4;1
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat8";0;3;90;4;112;11;0;0,272727272727273;0,363636363636364;4;5;5
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat9";25;76;260;69;820;96;0,260416666666667;0,791666666666667;0,71875;5;6;9
"LIMNAR";2021-06-25;"obs_sqbm";"E";"quadrat10";8;22;180;23;367;27;0,296296296296296;0,814814814814815;0,851851851851852;6;10;8
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat1";20;45;168;52;1044;53;0,377358490566038;0,849056603773585;0,981132075471698;5;9;3
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat2";20;59;195;62;957;63;0,317460317460317;0,936507936507937;0,984126984126984;6;10;5
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat3";10;58;150;71;1660;74;0,135135135135135;0,783783783783784;0,959459459459459;7;8;1
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat4";20;50;330;59;900;59;0,338983050847458;0,847457627118644;1;8;4;6
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat5";18;41;175;75;1189;81;0,222222222222222;0,506172839506173;0,925925925925926;9;7;8
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat6";10;63;391;92;1200;96;0,104166666666667;0,65625;0,958333333333333;10;3;9
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat7";50;65;335;80;972;83;0,602409638554217;0,783132530120482;0,963855421686747;1;1;10
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat8";2;9;287;9;372;11;0,181818181818182;0,818181818181818;0,818181818181818;2;2;4
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat9";50;78;210;96;900;96;0,520833333333333;0,8125;1;3;6;7
"LIMNAR";2021-06-25;"obs_sjag";"G";"quadrat10";10;25;368;27;960;27;0,37037037037037;0,925925925925926;1;4;5;2
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat1";30;34;90;33;279;53;0,566037735849057;0,641509433962264;0,622641509433962;3;6;4
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat2";42;59;153;48;544;63;0,666666666666667;0,936507936507937;0,761904761904762;4;9;2
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat3";6;10;90;28;394;74;0,0810810810810811;0,135135135135135;0,378378378378378;5;7;8
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat4";34;37;124;40;336;59;0,576271186440678;0,627118644067797;0,677966101694915;6;8;5
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat5";19;23;105;23;258;81;0,234567901234568;0,283950617283951;0,283950617283951;7;5;7
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat6";11;37;194;61;510;96;0,114583333333333;0,385416666666667;0,635416666666667;8;1;6
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat7";49;66;237;67;532;83;0,590361445783133;0,795180722891566;0,807228915662651;10;10;10
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat8";0;2;56;4;155;11;0;0,181818181818182;0,363636363636364;9;3;1
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat9";44;64;221;72;610;96;0,458333333333333;0,666666666666667;0,75;1;2;3
"LIMNAR";2021-06-25;"obs_pmtg";"I";"quadrat10";15;19;112;24;264;27;0,555555555555556;0,703703703703704;0,888888888888889;2;4;9
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat1";20;53;123;35;327;40;0,5;1,325;0,875;1;5;9
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat2";40;63;119;71;719;75;0,533333333333333;0,84;0,946666666666667;2;6;1
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat3";0;0;0;0;0;0;NA;NA;NA;3;4;7
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat4";55;54;120;54;725;51;1,07843137254902;1,05882352941176;1,05882352941176;4;8;4
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat5";21;20;39;14;197;16;1,3125;1,25;0,875;5;3;6
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat6";14;16;18;20;337;23;0,608695652173913;0,695652173913043;0,869565217391304;6;9;3
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat7";10;9;14;9;143;10;1;0,9;0,9;7;7;5
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat8";0;0;0;0;0;0;NA;NA;NA;8;1;10
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat9";55;39;115;67;716;58;0,948275862068966;0,672413793103448;1,1551724137931;9;10;2
"ERIANN";2021-06-28;"obs_cgkm";"A";"quadrat10";17;20;37;22;359;19;0,894736842105263;1,05263157894737;1,15789473684211;10;2;8
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat1";28;34;54;37;245;40;0,7;0,85;0,925;8;3;8
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat2";30;46;45;71;431;75;0,4;0,613333333333333;0,946666666666667;9;4;7
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat3";0;0;0;0;0;0;NA;NA;NA;1;2;5
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat4";30;42;38;37;375;51;0,588235294117647;0,823529411764706;0,725490196078431;2;8;1
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat5";14;15;41;21;146;16;0,875;0,9375;1,3125;3;1;4
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat6";23;14;20;15;175;23;1;0,608695652173913;0,652173913043478;4;9;2
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat7";9;10;15;6;65;10;0,9;1;0,6;5;5;3
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat8";0;0;0;0;0;0;NA;NA;NA;7;6;9
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat9";33;50;67;59;576;58;0,568965517241379;0,862068965517241;1,01724137931034;10;7;10
"ERIANN";2021-06-28;"obs_lqps";"C";"quadrat10";15;17;17;19;146;19;0,789473684210526;0,894736842105263;1;6;10;6
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat1";34;40;97;40;275;40;0,85;1;1;7;1;5
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat2";70;73;118;71;690;75;0,933333333333333;0,973333333333333;0,946666666666667;8;2;7
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat3";0;0;10;0;12;0;NA;NA;NA;9;10;3
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat4";52;54;75;50;500;51;1,01960784313725;1,05882352941176;0,980392156862745;10;4;9
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat5";16;18;42;14;270;16;1;1,125;0,875;1;9;2
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat6";19;19;27;21;734;23;0,826086956521739;0,826086956521739;0,91304347826087;2;5;8
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat7";10;10;27;10;210;10;1;1;1;3;3;1
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat8";0;0;15;0;20;0;NA;NA;NA;4;7;4
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat9";60;62;81;66;634;58;1,03448275862069;1,06896551724138;1,13793103448276;5;6;10
"ERIANN";2021-06-28;"obs_ppmb";"E";"quadrat10";17;26;56;18;200;19;0,894736842105263;1,36842105263158;0,947368421052632;6;8;6
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat1";36;36;62;36;608;40;0,9;0,9;0,9;5;9;3
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat2";47;53;137;54;784;75;0,626666666666667;0,706666666666667;0,72;6;10;6
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat3";0;0;3;0;4;0;NA;NA;NA;7;8;1
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat4";38;40;103;57;1047;51;0,745098039215686;0,784313725490196;1,11764705882353;8;7;7
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat5";23;11;70;16;207;16;1,4375;0,6875;1;9;2;10
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat6";18;19;130;18;278;23;0,782608695652174;0,826086956521739;0,782608695652174;10;3;8
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat7";9;10;65;9;164;10;0,9;1;0,9;1;1;9
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat8";0;0;16;0;2;0;NA;NA;NA;2;4;4
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat9";50;36;143;44;847;58;0,862068965517241;0,620689655172414;0,758620689655172;3;5;5
"ERIANN";2021-06-28;"obs_owlx";"G";"quadrat10";20;20;96;24;693;19;1,05263157894737;1,05263157894737;1,26315789473684;4;6;2
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat1";26;29;96;39;330;40;0,65;0,725;0,975;3;7;1
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat2";52;81;157;77;600;75;0,693333333333333;1,08;1,02666666666667;4;8;3
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat3";0;0;0;0;0;0;NA;NA;NA;5;6;9
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat4";32;52;128;42;455;51;0,627450980392157;1,01960784313725;0,823529411764706;6;10;5
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat5";20;18;60;14;210;16;1,25;1,125;0,875;7;5;8
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat6";15;20;47;20;252;23;0,652173913043478;0,869565217391304;0,869565217391304;8;1;6
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat7";11;10;28;8;108;10;1,1;1;0,8;9;9;7
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat8";0;0;0;0;0;0;NA;NA;NA;10;3;2
"ERIANN";2021-06-28;"obs_hrjo";"I";"quadrat9";58;48;163;48;460;58;1;0,827586206896552;0,827586206896552;1;2;4
