"species";"obs_id";"obs_letter";"metric";"quadrat1";"quadrat2";"quadrat3";"quadrat4";"quadrat5";"quadrat6";"quadrat7";"quadrat8";"quadrat9";"quadrat10"
"HIEsp";"experimenter";"experimenter";"height_E5";"5,6";"3";"7,8";"0";"3,4";"1,9";"2,9";"1,5";"6,4";"6,5"
"HIEsp";"experimenter";"experimenter";"height_H5";"9,6";"1,8";"2,5";"0,5";"25,9";"3";"4,2";"0";"3,7";"12"
"HIEsp";"experimenter";"experimenter";"height_B8";"11,3";"2,7";"2,8";"0,9";"7,4";"6,6";"6,9";"5";"6,5";"6,4"
"HIEsp";"experimenter";"experimenter";"height_E8";"6,4";"1,6";"3,2";"0";"0";"1,1";"7,2";"1,9";"6,8";"5,7"
"HIEsp";"experimenter";"experimenter";"height_H8";"7,5";"2,2";"0";"2,4";"18,2";"1,6";"6,3";"1,9";"3,5";"1"
"HIEsp";"obs_fjab";"A";"count_30s";"60";"26";"0";"40";"7";"18";"17";"2";"42";"16"
"HIEsp";"obs_fjab";"A";"count_1m";"28";"34";"0";"61";"7";"29";"30";"2";"55";"18"
"HIEsp";"obs_fjab";"A";"counting_time_1m";"44";"86";"60";"107";"60";"72";"84";"120";"108";"47"
"HIEsp";"obs_fjab";"A";"count_cells";"30";"33";"8";"68";"8";"29";"33";"2";"68";"17"
"HIEsp";"obs_fjab";"A";"counting_time_cells";"374";"306";"78";"443";"145";"240";"255";"80";"541";"200"
"HIEsp";"obs_eppk";"C";"count_30s";"17";"18";"0";"45";"12";"16";"13";"0";"35";"12"
"HIEsp";"obs_eppk";"C";"count_1m";"21";"26";"0";"49";"7";"24";"23";"0";"45";"16"
"HIEsp";"obs_eppk";"C";"counting_time_1m";"75";"70";"10";"80";"60";"50";"59";"20";"87";"40"
"HIEsp";"obs_eppk";"C";"count_cells";"32";"33";"0";"53";"8";"29";"27";"2";"63";"22"
"HIEsp";"obs_eppk";"C";"counting_time_cells";"437";"450";"20";"600";"130";"303";"340";"120";"660";"197"
"HIEsp";"obs_plpm";"E";"count_30s";"16";"16";"1";"33";"6";"16";"12";"0";"35";"14"
"HIEsp";"obs_plpm";"E";"count_1m";"17";"24";"0";"46";"7";"18";"21";"2";"41";"16"
"HIEsp";"obs_plpm";"E";"counting_time_1m";"76";"60";"80";"89";"45";"128";"125";"60";"128";"38"
"HIEsp";"obs_plpm";"E";"count_cells";"29";"34";"0";"55";"7";"30";"23";"2";"63";"16"
"HIEsp";"obs_plpm";"E";"counting_time_cells";"445";"303";"80";"423";"160";"290";"390";"123";"534";"153"
"HIEsp";"obs_vrqz";"G";"count_30s";"9";"24";"5";"28";"5";"15";"5";"0";"20";"6"
"HIEsp";"obs_vrqz";"G";"count_1m";"20";"27";"3";"42";"5";"19";"15";"0";"30";"8"
"HIEsp";"obs_vrqz";"G";"counting_time_1m";"50";"20";"20";"50";"10";"40";"100";"0";"48";"40"
"HIEsp";"obs_vrqz";"G";"count_cells";"23";"27";"2";"49";"7";"22";"29";"2";"54";"14"
"HIEsp";"obs_vrqz";"G";"counting_time_cells";"130";"149";"190";"370";"165";"370";"200";"125";"605";"249"
"HIEsp";"obs_cslu";"B";"count_30s";"8";"20";"0";"30";"7";"17";"12";"4";"30";"15"
"HIEsp";"obs_cslu";"B";"count_1m";"18";"23";"0";"44";"8";"21";"19";"2";"59";"17"
"HIEsp";"obs_cslu";"B";"counting_time_1m";"183";"42";"12";"82";"62";"46";"82";"25";"160";"76"
"HIEsp";"obs_cslu";"B";"count_cells";"30";"33";"0";"51";"8";"26";"28";"2";"61";"17"
"HIEsp";"obs_cslu";"B";"counting_time_cells";"506";"213";"0";"410";"141";"234";"333";"90";"600";"152"
"HIEsp";"obs_atub";"I";"count_30s";"13";"21";"2";"40";"19";"18";"11";"1";"30";"13"
"HIEsp";"obs_atub";"I";"count_1m";"14";"28";"1";"41";"7";"21";"17";"2";"35";"14"
"HIEsp";"obs_atub";"I";"counting_time_1m";"120";"140";"45";"80";"60";"120";"60";"30";"80";"60"
"HIEsp";"obs_atub";"I";"count_cells";"26";"33";"2";"51";"7";"22";"18";"2";"51";"18"
"HIEsp";"obs_atub";"I";"counting_time_cells";"346";"457";"75";"480";"465";"360";"420";"120";"700";"206"
"HIEsp";"obs_llba";"H";"count_30s";"10";"23";"1";"35";"6";"16";"7";"1";"25";"10"
"HIEsp";"obs_llba";"H";"count_1m";"82";"26";"1";"30";"4";"23";"14";"1";"42";"16"
"HIEsp";"obs_llba";"H";"counting_time_1m";"10";"48";"33";"50";"34";"60";"70";"19";"90";"41"
"HIEsp";"obs_llba";"H";"count_cells";"28";"29";"1";"59";"7";"25";"24";"2";"60";"16"
"HIEsp";"obs_llba";"H";"counting_time_cells";"430";"230";"42";"420";"88";"212";"221";"47";"491";"170"
"LIMGIR";"experimenter";"experimenter";"vegetation_cover";"6";"3";"2";"7";"2";"6";"5";"3";"3";"12"
"LIMGIR";"experimenter";"experimenter";"height_max";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"LIMGIR";"experimenter";"experimenter";"count_TRUE";"121";"32";"5";"71";"24";"14";"108";"0";"29";"47"
"LIMGIR";"experimenter";"experimenter";"occupied_cells_TRUE";"59";"26";"5";"43";"19";"12";"62";"0";"25";"37"
"LIMGIR";"experimenter";"experimenter";"height_B2";"0";"0";"0";"8,1";"0";"0";"0";"0";"0";"0"
"LIMGIR";"experimenter";"experimenter";"height_E2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"LIMGIR";"experimenter";"experimenter";"height_H2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"LIMGIR";"experimenter";"experimenter";"height_B5";"0";"0";"0";"0";"0";"0";"0";"0";"1,4";"0"
"LIMGIR";"experimenter";"experimenter";"height_E5";"0";"0";"0";"5,3";"0";"0";"0";"0";"0";"4,2"
"LIMGIR";"experimenter";"experimenter";"height_H5";"0";"0";"0";"0";"2,8";"0";"0";"0";"0";"6,9"
"LIMGIR";"experimenter";"experimenter";"height_B8";"3,5";"0";"0";"0";"0";"0";"0";"0";"0";"4,2"
"LIMGIR";"experimenter";"experimenter";"height_E8";"0";"0";"0";"0";"0";"0";"0,7";"0";"0";"4,6"
"LIMGIR";"experimenter";"experimenter";"height_H8";"2";"0";"0";"0";"0";"0";"1,6";"0";"0";"0"
"LIMGIR";"obs_twze";"A";"count_30s";"60";"23";"4";"40";"18";"13";"50";"0";"16";"34"
"LIMGIR";"obs_twze";"A";"count_1m";"81";"22";"4";"59";"17";"12";"90";"0";"18";"33"
"LIMGIR";"obs_twze";"A";"counting_time_1m";"101";"56";"25";"91";"47";"58";"101";"30";"45";"91"
"LIMGIR";"obs_twze";"A";"count_cells";"87";"24";"4";"53";"19";"16";"80";"0";"18";"36"
"LIMGIR";"obs_twze";"A";"counting_time_cells";"450";"345";"60";"290";"145";"120";"390";"40";"150";"297"
"LIMGIR";"obs_yvfg";"C";"count_30s";"70";"20";"4";"39";"16";"12";"55";"0";"17";"32"
"LIMGIR";"obs_yvfg";"C";"count_1m";"80";"24";"4";"51";"18";"13";"78";"0";"18";"38"
"LIMGIR";"obs_yvfg";"C";"counting_time_1m";"116";"50";"19";"137";"58";"41";"105";"7";"45";"109"
"LIMGIR";"obs_yvfg";"C";"count_cells";"84";"24";"4";"58";"19";"14";"87";"0";"20";"37"
"LIMGIR";"obs_yvfg";"C";"counting_time_cells";"536";"278";"119";"690";"189";"177";"733";"25";"187";"346"
"LIMGIR";"obs_yuly";"E";"count_30s";"70";"21";"4";"35";"19";"13";"40";"0";"17";"26"
"LIMGIR";"obs_yuly";"E";"count_1m";"80";"24";"4";"48";"19";"13";"81";"0";"21";"38"
"LIMGIR";"obs_yuly";"E";"counting_time_1m";"30";"81";"10";"228";"50";"45";"242";"35";"81";"140"
"LIMGIR";"obs_yuly";"E";"count_cells";"82";"22";"4";"44";"18";"13";"82";"0";"18";"35"
"LIMGIR";"obs_yuly";"E";"counting_time_cells";"275";"125";"50";"146";"130";"201";"540";"20";"90";"260"
"LIMGIR";"obs_zkxe";"G";"count_30s";"55";"20";"4";"41";"17";"15";"50";"0";"18";"35"
"LIMGIR";"obs_zkxe";"G";"count_1m";"72";"24";"4";"46";"18";"15";"65";"0";"20";"42"
"LIMGIR";"obs_zkxe";"G";"counting_time_1m";"82";"43";"14";"60";"32";"40";"90";"20";"12";"57"
"LIMGIR";"obs_zkxe";"G";"count_cells";"90";"25";"4";"48";"16";"12";"77";"0";"19";"49"
"LIMGIR";"obs_zkxe";"G";"counting_time_cells";"421";"258";"70";"338";"151";"150";"709";"28";"155";"432"
"LIMGIR";"obs_rfen";"B";"count_30s";"37";"16";"4";"45";"15";"11";"35";"0";"14";"21"
"LIMGIR";"obs_rfen";"B";"count_1m";"53";"21";"3";"37";"17";"12";"43";"0";"16";"27"
"LIMGIR";"obs_rfen";"B";"counting_time_1m";"92";"30";"17";"57";"37";"41";"87";"55";"48";"44"
"LIMGIR";"obs_rfen";"B";"count_cells";"78";"24";"4";"50";"17";"11";"74";"0";"17";"31"
"LIMGIR";"obs_rfen";"B";"counting_time_cells";"428";"298";"225";"380";"262";"159";"480";"100";"220";"416"
"LIMGIR";"obs_aupj";"I";"count_30s";"80";"22";"4";"45";"15";"13";"70";"0";"21";"35"
"LIMGIR";"obs_aupj";"I";"count_1m";"93";"30";"4";"62";"16";"12";"87";"0";"18";"35"
"LIMGIR";"obs_aupj";"I";"counting_time_1m";"119";"63";"19";"162";"38";"35";"118";"13";"30";"23"
"LIMGIR";"obs_aupj";"I";"count_cells";"108";"33";"5";"67";"20";"13";"105";"0";"30";"43"
"LIMGIR";"obs_aupj";"I";"counting_time_cells";"750";"246";"84";"536";"237";"150";"677";"27";"318";"334"
"LIMNAR";"experimenter";"experimenter";"vegetation_cover";"28";"38";"64";"26";"94";"84";"92";"96";"77";"43"
"LIMNAR";"experimenter";"experimenter";"height_max";"18,3";"41,7";"43,7";"19,6";"23,7";"33";"38,1";"31,6";"26,3";"31,3"
"LIMNAR";"experimenter";"experimenter";"count_TRUE";"53";"63";"74";"59";"81";"96";"83";"11";"96";"27"
"LIMNAR";"experimenter";"experimenter";"occupied_cells_TRUE";"26";"24";"41";"31";"34";"46";"37";"8";"29";"15"
"LIMNAR";"experimenter";"experimenter";"height_B2";"9,1";"9,7";"7";"3,4";"17,5";"10,1";"9,4";"17,9";"3,2";"8,4"
"LIMNAR";"experimenter";"experimenter";"height_E2";"3";"8,4";"8,2";"4,6";"12,4";"25,4";"14,6";"10,5";"5,8";"20,6"
"LIMNAR";"experimenter";"experimenter";"height_H2";"7";"8,6";"8,3";"6,8";"11,7";"16,6";"7,3";"18,2";"7,1";"4,2"
"LIMNAR";"experimenter";"experimenter";"height_B5";"4,2";"10,2";"15,7";"6,2";"7,4";"4";"7,2";"17,6";"5,2";"13,8"
"LIMNAR";"experimenter";"experimenter";"height_E5";"6,9";"13,3";"10,4";"13,3";"9,6";"2,2";"8,4";"11,6";"3,1";"11,8"
"LIMNAR";"experimenter";"experimenter";"height_H5";"7,9";"16,7";"10,3";"4,7";"7,5";"11,6";"6,3";"13,1";"8,6";"16,9"
"LIMNAR";"experimenter";"experimenter";"height_B8";"8,2";"15,5";"13,6";"5,7";"9,8";"5,3";"7,2";"12,6";"10,3";"6,2"
"LIMNAR";"experimenter";"experimenter";"height_E8";"9,2";"17,8";"8,2";"8,8";"11,3";"4,9";"6";"12";"16,5";"6,7"
"LIMNAR";"experimenter";"experimenter";"height_H8";"9,3";"4,6";"18,4";"3,9";"9,6";"4,2";"5,8";"9,3";"10,1";"10"
"LIMNAR";"obs_eulm";"A";"count_30s";"18";"17";"3";"17";"8";"11";"28";"1";"25";"10"
"LIMNAR";"obs_eulm";"A";"count_1m";"27";"48";"5";"40";"12";"43";"25";"2";"62";"17"
"LIMNAR";"obs_eulm";"A";"counting_time_1m";"84";"212";"65";"116";"75";"146";"148";"52";"156";"164"
"LIMNAR";"obs_eulm";"A";"count_cells";"39";NA;NA;"43";"18";NA;"99";NA;"83";"25"
"LIMNAR";"obs_eulm";"A";"counting_time_cells";"375";NA;NA;"301";"270";NA;"629";NA;"687";"288"
"LIMNAR";"obs_ntol";"C";"count_30s";"21";"22";"6";"26";"13";"30";"46";"0";"60";"13"
"LIMNAR";"obs_ntol";"C";"count_1m";"39";"59";"8";"36";"27";"54";"72";"6";"80";"29"
"LIMNAR";"obs_ntol";"C";"counting_time_1m";"220";"284";"139";"134";"193";"178";"296";"148";"221";"144"
"LIMNAR";"obs_ntol";"C";"count_cells";"41";"60";"24";"42";"33";"60";"70";"7";"83";"25"
"LIMNAR";"obs_ntol";"C";"counting_time_cells";"493";"430";"488";"930";"608";"955";"990";"197";"669";"500"
"LIMNAR";"obs_sqbm";"E";"count_30s";"18";"18";"2";"16";"9";"6";"30";"0";"25";"8"
"LIMNAR";"obs_sqbm";"E";"count_1m";"24";"34";"7";"28";"27";"35";"44";"3";"76";"22"
"LIMNAR";"obs_sqbm";"E";"counting_time_1m";"150";"210";"120";"210";"150";"340";"330";"90";"260";"180"
"LIMNAR";"obs_sqbm";"E";"count_cells";"36";"51";"2";"44";"25";"31";"71";"4";"69";"23"
"LIMNAR";"obs_sqbm";"E";"counting_time_cells";"367";"671";"100";"420";"330";"627";"886";"112";"820";"367"
"LIMNAR";"obs_sjag";"G";"count_30s";"20";"20";"10";"20";"18";"10";"50";"2";"50";"10"
"LIMNAR";"obs_sjag";"G";"count_1m";"45";"59";"58";"50";"41";"63";"65";"9";"78";"25"
"LIMNAR";"obs_sjag";"G";"counting_time_1m";"168";"195";"150";"330";"175";"391";"335";"287";"210";"368"
"LIMNAR";"obs_sjag";"G";"count_cells";"52";"62";"71";"59";"75";"92";"80";"9";"96";"27"
"LIMNAR";"obs_sjag";"G";"counting_time_cells";"1044";"957";"1660";"900";"1189";"1200";"972";"372";"900";"960"
"LIMNAR";"obs_pmtg";"I";"count_30s";"30";"42";"6";"34";"19";"11";"49";"0";"44";"15"
"LIMNAR";"obs_pmtg";"I";"count_1m";"34";"59";"10";"37";"23";"37";"66";"2";"64";"19"
"LIMNAR";"obs_pmtg";"I";"counting_time_1m";"90";"153";"90";"124";"105";"194";"237";"56";"221";"112"
"LIMNAR";"obs_pmtg";"I";"count_cells";"33";"48";"28";"40";"23";"61";"67";"4";"72";"24"
"LIMNAR";"obs_pmtg";"I";"counting_time_cells";"279";"544";"394";"336";"258";"510";"532";"155";"610";"264"
"LINVUL";"experimenter";"experimenter";"vegetation_cover";"100";"100";"100";"100";"100";"100";"100";"100";"100";"99"
"LINVUL";"experimenter";"experimenter";"height_max";"83,4";"77,9";"63,6";"112,3";"65";"104,8";"52,5";"72,3";"73,9";"76,9"
"LINVUL";"experimenter";"experimenter";"count_TRUE";"27";"36";"0";"7";"84";"19";"242";"0";"98";"44"
"LINVUL";"experimenter";"experimenter";"occupied_cells_TRUE";"11";"27";"0";"3";"45";"17";"77";"0";"44";"16"
"LINVUL";"experimenter";"experimenter";"height_B2";"47";"37,1";"49,5";"32,3";"30,5";"45,6";"35";"47,1";"30";"45,8"
"LINVUL";"experimenter";"experimenter";"height_E2";"48,4";"36,9";"38,6";"40,4";"55,3";"49,1";"24,1";"21,5";"42,1";"48,9"
"LINVUL";"experimenter";"experimenter";"height_H2";"45,2";"32";"35,2";"44,9";"47,5";"47,6";"35,6";"26,6";"57";"41,7"
"LINVUL";"experimenter";"experimenter";"height_B5";"27,3";"29,8";"45,7";"51,4";"17,3";"56,8";"44,1";"35,8";"38,1";"54,9"
"LINVUL";"experimenter";"experimenter";"height_E5";"42,1";"49,5";"28,1";"65,1";"42,3";"59,9";"39,3";"44,4";"35,2";"39,5"
"LINVUL";"experimenter";"experimenter";"height_H5";"52,9";"40";"26,7";"48,5";"50,7";"20,3";"38,4";"36,9";"59,8";"33,7"
"LINVUL";"experimenter";"experimenter";"height_B8";"44,7";"44,7";"42,2";"38,2";"23,5";"37,5";"40,8";"41";"39,7";"54"
"LINVUL";"experimenter";"experimenter";"height_E8";"50";"19,2";"50";"44,3";"40,2";"52,2";"46";"47,2";"51,5";"48,8"
"LINVUL";"experimenter";"experimenter";"height_H8";"53,4";"40,6";"22,8";"67,3";"34,1";"76,4";"43,6";"53,3";"39";"47"
"LINVUL";"obs_njds";"A";"count_30s";"3";"8";"0";"4";"11";"5";"46";"0";"50";"7"
"LINVUL";"obs_njds";"A";"count_1m";"10";"8";"0";"5";"16";"3";"72";"0";"51";"11"
"LINVUL";"obs_njds";"A";"counting_time_1m";"16";"17";"8";"22";"23";"26";"71";"15";"36";"15"
"LINVUL";"obs_njds";"A";"count_cells";"14";"11";"0";"5";"56";"4";"122";"0";"68";"27"
"LINVUL";"obs_njds";"A";"counting_time_cells";"358";"187";"99";"288";"917";"284";"1685";"90";"474";"277"
"LINVUL";"obs_hubl";"C";"count_30s";"7";"7";"0";"5";"16";"6";"40";"0";"39";"10"
"LINVUL";"obs_hubl";"C";"count_1m";"11";"15";"0";"5";"22";"6";"74";"0";"55";"17"
"LINVUL";"obs_hubl";"C";"counting_time_1m";"29";"58";"41";"29";"65";"43";"80";"40";"55";"50"
"LINVUL";"obs_hubl";"C";"count_cells";"13";"14";"0";"5";"20";"7";"177";"0";"60";"17"
"LINVUL";"obs_hubl";"C";"counting_time_cells";"264";"495";"76";"589";"426";"425";"1500";"570";"781";"299"
"LINVUL";"obs_olxe";"E";"count_30s";"8";"11";"0";"5";"22";"5";"86";"0";"56";"6"
"LINVUL";"obs_olxe";"E";"count_1m";"9";"16";"0";"7";"23";"5";"83";"0";"61";"18"
"LINVUL";"obs_olxe";"E";"counting_time_1m";"16";"42";"19";"23";"45";"33";"66";"24";"47";"31"
"LINVUL";"obs_olxe";"E";"count_cells";"14";"15";"0";"5";"52";"6";"193";"0";"57";"34"
"LINVUL";"obs_olxe";"E";"counting_time_cells";"227";"194";"219";"153";"850";"232";"1200";"70";"823";"437"
"LINVUL";"obs_frnf";"G";"count_30s";"11";"6";"0";"4";"12";"7";"50";"0";"45";"14"
"LINVUL";"obs_frnf";"G";"count_1m";"13";"16";"0";"5";"21";"7";"109";"0";"82";"26"
"LINVUL";"obs_frnf";"G";"counting_time_1m";"48";"82";"52";"66";"57";"59";"140";"46";"88";"56"
"LINVUL";"obs_frnf";"G";"count_cells";"15";"29";"0";"5";"49";"7";"175";"0";"82";"31"
"LINVUL";"obs_frnf";"G";"counting_time_cells";"959";"710";"107";"287";"938";"340";"1588";"110";"873";"469"
"LINVUL";"obs_uzuk";"B";"count_30s";"7";"4";"0";"3";"7";"5";"43";"0";"48";"10"
"LINVUL";"obs_uzuk";"B";"count_1m";"9";"10";"0";"4";"11";"4";"66";"0";"51";"9"
"LINVUL";"obs_uzuk";"B";"counting_time_1m";"41";"52";"30";"59";"40";"33";"70";"30";"66";"38"
"LINVUL";"obs_uzuk";"B";"count_cells";"13";"19";"0";"5";"37";"13";"167";"0";"60";"23"
"LINVUL";"obs_uzuk";"B";"counting_time_cells";"422";"600";"350";"783";"720";"705";"2040";"347";"875";"672"
"LINVUL";"obs_aczj";"I";"count_30s";"11";"10";"0";"3";"25";"11";"120";"0";"70";"17"
"LINVUL";"obs_aczj";"I";"count_1m";"10";"21";"0";"10";"25";"10";"76";"0";"78";"21"
"LINVUL";"obs_aczj";"I";"counting_time_1m";"36";"61";"62";"55";"60";"59";"91";"77";"75";"60"
"LINVUL";"obs_aczj";"I";"count_cells";"16";"12";"0";"4";"15";"8";"155";"0";"76";"25"
"LINVUL";"obs_aczj";"I";"counting_time_cells";"400";"547";"148";"257";"321";"540";"1478";"257";"620";"362"
"LINVUL";"obs_dbon";"H";"count_30s";"5";"10";"0";"2";"12";"5";"32";"0";"20";"6"
"LINVUL";"obs_dbon";"H";"count_1m";"14";"10";"0";"4";"26";"5";"108";"0";"61";"25"
"LINVUL";"obs_dbon";"H";"counting_time_1m";"62";"93";"65";"108";"105";"44";"82";"61";"109";"96"
"LINVUL";"obs_dbon";"H";"count_cells";"13";"15";"0";"7";"35";"13";"196";"0";"65";"35"
"LINVUL";"obs_dbon";"H";"counting_time_cells";"279";"429";"189";"549";"799";"599";"1432";"158";"750";"673"
"MELARV";"experimenter";"experimenter";"vegetation_cover";"100";"97";"96";"96";"99";"84";"93";"100";"91";"98"
"MELARV";"experimenter";"experimenter";"height_max";"63,6";"68,7";"53,9";"78,1";"75";"69,5";"55,5";"63,8";"64,2";"80,9"
"MELARV";"experimenter";"experimenter";"count_TRUE";"92";"102";"13";"68";"27";"21";"36";"5";"19";"27"
"MELARV";"experimenter";"experimenter";"occupied_cells_TRUE";"41";"59";"13";"49";"22";"18";"25";"5";"16";"24"
"MELARV";"experimenter";"experimenter";"height_B2";"29,8";"14,2";"27,8";"24,6";"30,2";"25,4";"16,7";"28,6";"16,6";"34,5"
"MELARV";"experimenter";"experimenter";"height_E2";"34,3";"29,4";"30,5";"23,2";"40";"15,5";"29,1";"35,2";"28,1";"46,7"
"MELARV";"experimenter";"experimenter";"height_H2";"29,1";"36,6";"38,9";"24,5";"34,3";"26,4";"33,2";"35,4";"24";"30,8"
"MELARV";"experimenter";"experimenter";"height_B5";"40,4";"22,8";"17,4";"17,8";"9,5";"16,3";"33,3";"32,9";"16";"37,5"
"MELARV";"experimenter";"experimenter";"height_E5";"35";"21,3";"39,8";"34,7";"32,9";"32,1";"34";"36";"11,4";"29,7"
"MELARV";"experimenter";"experimenter";"height_H5";"27,9";"28,7";"38,7";"51,7";"26,1";"29,6";"45,2";"46,4";"17,9";"41"
"MELARV";"experimenter";"experimenter";"height_B8";"25,4";"31,8";"19,3";"36,1";"27,2";"18,7";"32,9";"19,9";"27,5";"52,4"
"MELARV";"experimenter";"experimenter";"height_E8";"22,3";"24,6";"35";"34";"28,4";"21,7";"34,8";"20,3";"44,3";"40,1"
"MELARV";"experimenter";"experimenter";"height_H8";"35,2";"39,7";"26,4";"53,5";"24,4";"25,6";"30,6";"14";"7,7";"30,3"
"MELARV";"obs_oezi";"A";"count_30s";"12";"22";"0";"22";"12";"8";"13";"0";"9";"9"
"MELARV";"obs_oezi";"A";"count_1m";"26";"32";"0";"32";"16";"9";"27";"0";"12";"10"
"MELARV";"obs_oezi";"A";"counting_time_1m";"110";"105";"30";"100";"45";"48";"87";"60";"40";"60"
"MELARV";"obs_oezi";"A";"count_cells";"69";"79";"12";"56";"24";"20";"33";"4";"16";"18"
"MELARV";"obs_oezi";"A";"counting_time_cells";"1110";"750";"310";"817";"706";"375";"590";"319";"350";"797"
"MELARV";"obs_nowb";"C";"count_30s";"18";"30";"5";"25";"15";"10";"13";"0";"10";"11"
"MELARV";"obs_nowb";"C";"count_1m";"32";"43";"6";"36";"17";"14";"32";"0";"10";"11"
"MELARV";"obs_nowb";"C";"counting_time_1m";"174";"172";"99";"149";"107";"84";"129";"94";"60";"73"
"MELARV";"obs_nowb";"C";"count_cells";"37";"63";"6";"53";"21";"16";"26";"3";"15";"15"
"MELARV";"obs_nowb";"C";"counting_time_cells";"884";"1072";"293";"848";"492";"350";"395";"353";"379";"632"
"MELARV";"obs_svrr";"E";"count_30s";"26";"33";"8";"27";"13";"7";"17";"2";"11";"10"
"MELARV";"obs_svrr";"E";"count_1m";"20";"41";"3";"22";"20";"8";"18";"1";"9";"10"
"MELARV";"obs_svrr";"E";"counting_time_1m";"70";"80";"68";"55";"42";"35";"50";"100";"40";"66"
"MELARV";"obs_svrr";"E";"count_cells";"50";"59";"7";"52";"19";"14";"20";"4";"11";"13"
"MELARV";"obs_svrr";"E";"counting_time_cells";"665";"670";"270";"630";"375";"260";"390";"280";"225";"340"
"MELARV";"obs_diaf";"G";"count_30s";"15";"31";"0";"20";"12";"7";"20";"0";"8";"8"
"MELARV";"obs_diaf";"G";"count_1m";"19";"31";"0";"22";"14";"6";"23";"0";"7";"9"
"MELARV";"obs_diaf";"G";"counting_time_1m";"95";"90";"62";"104";"70";"33";"84";"67";"40";"71"
"MELARV";"obs_diaf";"G";"count_cells";"54";"55";"6";"47";"18";"18";"28";"2";"12";"12"
"MELARV";"obs_diaf";"G";"counting_time_cells";"930";"1001";"451";"792";"727";"452";"520";"314";"521";"550"
"MELARV";"obs_ufnn";"B";"count_30s";"27";"29";"3";"29";"21";"9";"17";"0";"12";"8"
"MELARV";"obs_ufnn";"B";"count_1m";"36";"50";"4";"36";"17";"13";"25";"1";"11";"16"
"MELARV";"obs_ufnn";"B";"counting_time_1m";"120";"145";"130";"174";"84";"113";"132";"150";"112";"190"
"MELARV";"obs_ufnn";"B";"count_cells";"87";"87";"10";"63";"24";"21";"31";"2";"15";"20"
"MELARV";"obs_ufnn";"B";"counting_time_cells";"1610";"1257";"487";"1183";"748";"474";"667";"540";"567";"1020"
"MELARV";"obs_llbr";"I";"count_30s";"17";"36";"5";"31";"17";"11";"21";"0";"18";"11"
"MELARV";"obs_llbr";"I";"count_1m";"42";"53";"8";"37";"21";"14";"21";"1";"13";"13"
"MELARV";"obs_llbr";"I";"counting_time_1m";"187";"153";"120";"130";"112";"145";"78";"138";"187";"124"
"MELARV";"obs_llbr";"I";"count_cells";"68";"72";"13";"66";"24";"21";"32";"4";"19";"21"
"MELARV";"obs_llbr";"I";"counting_time_cells";"1470";"1040";"852";"1230";"746";"636";"608";"771";"749";"1384"
"MELARV";"obs_asyh";"D";"count_30s";"18";"37";"5";"28";"16";"6";"17";"0";"10";"11"
"MELARV";"obs_asyh";"D";"count_1m";"31";"45";"6";"46";"22";"36";"12";"2";"12";"14"
"MELARV";"obs_asyh";"D";"counting_time_1m";"160";"136";"125";"198";"135";"154";"70";"120";"55";"165"
"MELARV";"obs_asyh";"D";"count_cells";"71";"73";"8";"61";"22";"19";"32";"4";"16";"19"
"MELARV";"obs_asyh";"D";"counting_time_cells";"1505";"1400";"413";"1264";"690";"690";"884";"510";"567";"1116"
"MELARV";"obs_splw";"H";"count_30s";"25";"37";"5";"29";"15";"9";"20";"1";"11";"12"
"MELARV";"obs_splw";"H";"count_1m";"46";"40";"7";"31";"16";"12";"31";"2";"13";"12"
"MELARV";"obs_splw";"H";"counting_time_1m";"138";"97";"86";"78";"50";"52";"59";"150";"38";"29"
"MELARV";"obs_splw";"H";"count_cells";"71";"93";"12";"59";"23";"20";"32";"4";"14";"22"
"MELARV";"obs_splw";"H";"counting_time_cells";"1035";"1180";"489";"860";"495";"340";"427";"478";"318";"846"
"MENSUA";"experimenter";"experimenter";"vegetation_cover";"97";"100";"99";"99";"100";"100";"100";"100";"99";"100"
"MENSUA";"experimenter";"experimenter";"height_max";"64,3";"64,4";"56,5";"58,3";"63,3";"80,4";"55";"96,3";"40,8";"64,9"
"MENSUA";"experimenter";"experimenter";"count_TRUE";"55";"16";"0";"185";"51";"19";"78";"0";"64";"41"
"MENSUA";"experimenter";"experimenter";"occupied_cells_TRUE";"27";"12";"0";"55";"30";"17";"46";"0";"44";"31"
"MENSUA";"experimenter";"experimenter";"height_B2";"41,3";"14,2";"20,2";"11,8";"30";"22,8";"23,9";"22,6";"15,4";"14,5"
"MENSUA";"experimenter";"experimenter";"height_E2";"19,1";"20,5";"22,5";"16,6";"15,1";"25,9";"23,4";"28,4";"24,5";"33,6"
"MENSUA";"experimenter";"experimenter";"height_H2";"28,2";"28,1";"37,6";"24,9";"27,4";"19,7";"19,7";"43,4";"6,9";"23,3"
"MENSUA";"experimenter";"experimenter";"height_B5";"23,9";"22,4";"44,4";"14,2";"18,7";"13,2";"27,8";"32,3";"21,8";"19,8"
"MENSUA";"experimenter";"experimenter";"height_E5";"30,5";"34";"15,8";"10,4";"45,7";"45,4";"21,1";"52,5";"12,1";"24,5"
